GC_Content	AT_Content	Sequence_Length	Num_A	Num_T	Num_C	Num_G	kmer_3_freq	Mutation_Flag	Class_Label	Disease_Risk	GC_AT_Sum	Risk_Level_Num
43.0	57.0	100	25	32	21	22	0.906	0	Plant	Medium	100.0	2
49.0	51.0	100	30	21	27	22	0.329	0	Human	Low	100.0	1
54.0	46.0	100	27	19	30	24	0.948	0	Bacteria	Medium	100.0	2
47.0	53.0	100	28	25	22	25	0.118	1	Virus	High	100.0	3
50.0	50.0	100	28	22	24	26	0.754	1	Plant	Low	100.0	1
46.0	54.0	100	29	25	26	20	0.666	0	Virus	High	100.0	3
44.0	56.0	100	25	31	21	23	0.858	0	Virus	Low	100.0	1
39.0	61.0	100	33	28	19	20	0.587	1	Bacteria	High	100.0	3
48.0	52.0	100	30	22	30	18	0.981	0	Bacteria	Medium	100.0	2
62.0	38.0	100	21	17	26	36	0.817	1	Bacteria	Medium	100.0	2
50.0	50.0	100	24	26	30	20	0.907	0	Human	Medium	100.0	2
54.0	46.0	100	19	27	23	31	0.372	1	Plant	Low	100.0	1
43.0	57.0	100	28	29	18	25	0.941	1	Bacteria	Low	100.0	1
48.0	52.0	100	30	22	24	24	0.381	0	Virus	Medium	100.0	2
51.0	49.0	100	22	27	29	22	0.898	0	Virus	Medium	100.0	2
44.0	56.0	100	28	28	19	25	0.705	1	Human	High	100.0	3
43.0	57.0	100	30	27	23	20	0.859	1	Plant	Medium	100.0	2
49.0	51.0	100	23	28	26	23	0.617	0	Virus	Medium	100.0	2
52.0	48.0	100	21	27	26	26	0.127	1	Virus	Medium	100.0	2
44.0	56.0	100	29	27	18	26	0.434	1	Human	High	100.0	3
49.0	51.0	100	19	32	28	21	0.282	1	Human	Low	100.0	1
45.0	55.0	100	25	30	18	27	0.628	1	Virus	Low	100.0	1
45.0	55.0	100	28	27	22	23	0.654	0	Plant	High	100.0	3
56.0	44.0	100	19	25	28	28	0.854	0	Bacteria	High	100.0	3
52.0	48.0	100	23	25	19	33	0.857	0	Virus	High	100.0	3
55.0	45.0	100	20	25	21	34	0.166	1	Bacteria	Medium	100.0	2
57.0	43.0	100	22	21	21	36	0.733	1	Bacteria	Medium	100.0	2
46.0	54.0	100	32	22	18	28	0.375	0	Virus	Low	100.0	1
43.0	57.0	100	28	29	23	20	0.225	0	Bacteria	Low	100.0	1
52.0	48.0	100	27	21	25	27	0.277	0	Bacteria	Low	100.0	1
44.0	56.0	100	31	25	28	16	0.875	1	Plant	High	100.0	3
48.0	52.0	100	27	25	18	30	0.911	1	Virus	High	100.0	3
49.0	51.0	100	27	24	25	24	0.977	0	Human	High	100.0	3
57.0	43.0	100	23	20	30	27	0.607	1	Bacteria	Medium	100.0	2
50.0	50.0	100	31	19	26	24	0.366	1	Human	Low	100.0	1
55.0	45.0	100	24	21	28	27	0.242	1	Bacteria	High	100.0	3
61.0	39.0	100	14	25	30	31	0.601	1	Plant	Medium	100.0	2
51.0	49.0	100	28	21	21	30	0.91	1	Bacteria	High	100.0	3
42.0	58.0	100	32	26	14	28	0.378	0	Human	Low	100.0	1
55.0	45.0	100	26	19	27	28	0.405	0	Human	Medium	100.0	2
46.0	54.0	100	20	34	25	21	0.34	1	Virus	Low	100.0	1
54.0	46.0	100	27	19	28	26	0.652	1	Virus	Low	100.0	1
52.0	48.0	100	18	30	19	33	0.548	0	Bacteria	Medium	100.0	2
56.0	44.0	100	18	26	33	23	0.806	0	Bacteria	Low	100.0	1
57.0	43.0	100	20	23	25	32	0.525	0	Virus	Low	100.0	1
51.0	49.0	100	24	25	28	23	0.548	0	Human	Low	100.0	1
59.0	41.0	100	22	19	36	23	0.256	0	Virus	High	100.0	3
44.0	56.0	100	28	28	18	26	0.635	1	Plant	Medium	100.0	2
50.0	50.0	100	22	28	28	22	0.46	1	Plant	Low	100.0	1
55.0	45.0	100	27	18	27	28	0.292	0	Human	Medium	100.0	2
50.0	50.0	100	27	23	27	23	0.868	1	Plant	Medium	100.0	2
51.0	49.0	100	23	26	29	22	0.708	0	Plant	High	100.0	3
51.0	49.0	100	20	29	23	28	0.819	1	Bacteria	Medium	100.0	2
44.0	56.0	100	24	32	22	22	0.537	0	Plant	Medium	100.0	2
48.0	52.0	100	33	19	23	25	0.423	1	Virus	Medium	100.0	2
52.0	48.0	100	22	26	31	21	0.291	1	Human	High	100.0	3
52.0	48.0	100	16	32	25	27	0.674	1	Human	Medium	100.0	2
46.0	54.0	100	28	26	23	23	0.307	1	Bacteria	Medium	100.0	2
53.0	47.0	100	29	18	30	23	0.799	0	Human	High	100.0	3
49.0	51.0	100	28	23	17	32	0.9	1	Human	Medium	100.0	2
44.0	56.0	100	27	29	23	21	0.714	1	Virus	Medium	100.0	2
48.0	52.0	100	23	29	21	27	0.231	1	Virus	Low	100.0	1
48.0	52.0	100	25	27	27	21	0.469	1	Plant	Medium	100.0	2
51.0	49.0	100	23	26	28	23	0.737	1	Virus	Low	100.0	1
44.0	56.0	100	28	28	24	20	0.656	0	Virus	Low	100.0	1
50.0	50.0	100	25	25	24	26	0.657	1	Plant	Low	100.0	1
51.0	49.0	100	26	23	27	24	0.803	1	Human	Medium	100.0	2
51.0	49.0	100	24	25	21	30	0.976	0	Plant	High	100.0	3
49.0	51.0	100	28	23	23	26	0.864	1	Virus	Low	100.0	1
52.0	48.0	100	28	20	27	25	0.256	1	Human	High	100.0	3
52.0	48.0	100	22	26	25	27	0.784	0	Human	High	100.0	3
50.0	50.0	100	24	26	27	23	0.375	0	Plant	Low	100.0	1
45.0	55.0	100	28	27	31	14	0.39	0	Virus	High	100.0	3
55.0	45.0	100	27	18	27	28	0.6	0	Human	Medium	100.0	2
47.0	53.0	100	25	28	24	23	0.247	0	Plant	High	100.0	3
51.0	49.0	100	25	24	22	29	0.795	0	Plant	Medium	100.0	2
56.0	44.0	100	19	25	29	27	0.93	1	Virus	High	100.0	3
52.0	48.0	100	27	21	30	22	0.347	1	Plant	Low	100.0	1
53.0	47.0	100	22	25	25	28	0.327	1	Plant	Low	100.0	1
55.0	45.0	100	27	18	26	29	0.892	0	Bacteria	Low	100.0	1
51.0	49.0	100	27	22	26	25	0.352	0	Virus	Medium	100.0	2
50.0	50.0	100	21	29	32	18	0.633	0	Bacteria	High	100.0	3
49.0	51.0	100	31	20	23	26	0.356	1	Virus	Low	100.0	1
40.0	60.0	100	31	29	23	17	0.755	1	Virus	Low	100.0	1
51.0	49.0	100	22	27	25	26	0.412	1	Plant	Low	100.0	1
44.0	56.0	100	21	35	32	12	0.463	0	Virus	Medium	100.0	2
51.0	49.0	100	26	23	28	23	0.122	0	Plant	Medium	100.0	2
50.0	50.0	100	29	21	27	23	0.344	0	Human	High	100.0	3
49.0	51.0	100	27	24	22	27	0.532	0	Plant	High	100.0	3
55.0	45.0	100	26	19	37	18	0.542	1	Plant	Low	100.0	1
44.0	56.0	100	35	21	23	21	0.746	0	Plant	Medium	100.0	2
52.0	48.0	100	24	24	22	30	0.316	1	Bacteria	High	100.0	3
46.0	54.0	100	31	23	22	24	0.853	1	Plant	Low	100.0	1
44.0	56.0	100	25	31	23	21	0.899	0	Virus	Low	100.0	1
52.0	48.0	100	25	23	25	27	0.281	0	Bacteria	Low	100.0	1
46.0	54.0	100	29	25	24	22	0.939	0	Bacteria	Medium	100.0	2
48.0	52.0	100	26	26	23	25	0.486	0	Bacteria	High	100.0	3
45.0	55.0	100	25	30	15	30	0.603	1	Bacteria	Low	100.0	1
53.0	47.0	100	22	25	27	26	0.398	1	Human	Medium	100.0	2
51.0	49.0	100	22	27	21	30	0.709	1	Virus	Medium	100.0	2
56.0	44.0	100	17	27	25	31	0.838	1	Human	High	100.0	3
56.0	44.0	100	23	21	28	28	0.748	1	Virus	High	100.0	3
48.0	52.0	100	29	23	23	25	0.909	1	Human	High	100.0	3
53.0	47.0	100	25	22	25	28	0.375	1	Human	Medium	100.0	2
48.0	52.0	100	25	27	25	23	0.405	1	Virus	Low	100.0	1
49.0	51.0	100	29	22	24	25	0.936	0	Human	Medium	100.0	2
46.0	54.0	100	28	26	24	22	0.921	1	Plant	Low	100.0	1
48.0	52.0	100	21	31	25	23	0.382	1	Plant	High	100.0	3
40.0	60.0	100	25	35	21	19	0.149	1	Virus	Low	100.0	1
52.0	48.0	100	25	23	27	25	0.805	0	Human	Medium	100.0	2
48.0	52.0	100	21	31	27	21	0.484	0	Virus	High	100.0	3
52.0	48.0	100	23	25	26	26	0.228	1	Human	Medium	100.0	2
51.0	49.0	100	23	26	25	26	0.744	0	Plant	High	100.0	3
42.0	58.0	100	23	35	21	21	0.41	1	Human	Low	100.0	1
50.0	50.0	100	25	25	24	26	0.122	1	Human	Medium	100.0	2
55.0	45.0	100	27	18	27	28	0.535	1	Human	Medium	100.0	2
50.0	50.0	100	22	28	22	28	0.824	1	Virus	Low	100.0	1
51.0	49.0	100	25	24	24	27	0.174	0	Virus	Low	100.0	1
52.0	48.0	100	24	24	28	24	0.382	0	Virus	High	100.0	3
52.0	48.0	100	25	23	24	28	0.701	0	Plant	High	100.0	3
55.0	45.0	100	23	22	27	28	0.551	0	Virus	Medium	100.0	2
51.0	49.0	100	27	22	25	26	0.788	0	Virus	High	100.0	3
51.0	49.0	100	30	19	21	30	0.746	0	Bacteria	Low	100.0	1
46.0	54.0	100	23	31	20	26	0.363	1	Virus	Medium	100.0	2
47.0	53.0	100	29	24	21	26	0.419	0	Virus	Medium	100.0	2
56.0	44.0	100	25	19	28	28	0.349	1	Virus	High	100.0	3
48.0	52.0	100	25	27	25	23	0.989	1	Plant	Low	100.0	1
48.0	52.0	100	22	30	29	19	0.296	1	Human	High	100.0	3
50.0	50.0	100	26	24	22	28	0.411	1	Virus	Medium	100.0	2
49.0	51.0	100	32	19	23	26	0.389	0	Plant	Medium	100.0	2
61.0	39.0	100	15	24	31	30	0.363	1	Virus	High	100.0	3
54.0	46.0	100	19	27	26	28	0.944	0	Human	High	100.0	3
53.0	47.0	100	27	20	26	27	0.64	1	Plant	Medium	100.0	2
51.0	49.0	100	27	22	26	25	0.626	0	Bacteria	Medium	100.0	2
49.0	51.0	100	26	25	33	16	0.984	1	Bacteria	High	100.0	3
50.0	50.0	100	23	27	24	26	0.391	1	Human	Low	100.0	1
53.0	47.0	100	26	21	23	30	0.563	1	Human	Medium	100.0	2
54.0	46.0	100	18	28	24	30	0.653	1	Virus	Low	100.0	1
51.0	49.0	100	25	24	29	22	0.291	1	Plant	High	100.0	3
63.0	37.0	100	20	17	38	25	0.221	1	Human	Medium	100.0	2
52.0	48.0	100	23	25	24	28	0.558	1	Bacteria	Medium	100.0	2
49.0	51.0	100	26	25	25	24	0.779	1	Bacteria	High	100.0	3
49.0	51.0	100	21	30	20	29	0.706	0	Bacteria	Low	100.0	1
54.0	46.0	100	26	20	24	30	0.471	1	Bacteria	Medium	100.0	2
50.0	50.0	100	26	24	18	32	0.203	0	Virus	Medium	100.0	2
51.0	49.0	100	24	25	18	33	0.282	1	Plant	Low	100.0	1
58.0	42.0	100	20	22	27	31	0.868	0	Bacteria	High	100.0	3
48.0	52.0	100	26	26	20	28	0.567	0	Virus	High	100.0	3
46.0	54.0	100	28	26	20	26	0.58	0	Plant	High	100.0	3
53.0	47.0	100	22	25	33	20	0.437	0	Bacteria	Medium	100.0	2
61.0	39.0	100	19	20	32	29	0.929	0	Virus	High	100.0	3
45.0	55.0	100	28	27	30	15	0.683	1	Bacteria	Medium	100.0	2
51.0	49.0	100	21	28	25	26	0.555	1	Bacteria	Medium	100.0	2
56.0	44.0	100	21	23	27	29	0.196	1	Plant	Medium	100.0	2
53.0	47.0	100	22	25	31	22	0.563	0	Virus	Low	100.0	1
45.0	55.0	100	33	22	26	19	0.696	0	Virus	High	100.0	3
35.0	65.0	100	31	34	16	19	0.968	1	Plant	High	100.0	3
43.0	57.0	100	24	33	17	26	0.279	1	Plant	Medium	100.0	2
52.0	48.0	100	19	29	30	22	0.991	0	Plant	Medium	100.0	2
44.0	56.0	100	27	29	20	24	0.637	1	Virus	High	100.0	3
48.0	52.0	100	33	19	24	24	0.594	0	Plant	Low	100.0	1
54.0	46.0	100	29	17	28	26	0.327	1	Bacteria	High	100.0	3
46.0	54.0	100	26	28	22	24	0.846	1	Bacteria	Medium	100.0	2
53.0	47.0	100	28	19	30	23	0.12	0	Bacteria	Medium	100.0	2
57.0	43.0	100	13	30	25	32	0.811	1	Plant	High	100.0	3
51.0	49.0	100	26	23	21	30	0.26	0	Human	Medium	100.0	2
50.0	50.0	100	31	19	23	27	0.599	1	Bacteria	Medium	100.0	2
41.0	59.0	100	28	31	17	24	0.834	1	Bacteria	Low	100.0	1
47.0	53.0	100	25	28	27	20	0.777	0	Human	Medium	100.0	2
53.0	47.0	100	20	27	28	25	0.27	0	Human	High	100.0	3
56.0	44.0	100	26	18	28	28	0.384	1	Bacteria	Medium	100.0	2
48.0	52.0	100	23	29	27	21	0.603	0	Human	Medium	100.0	2
47.0	53.0	100	29	24	23	24	0.254	0	Virus	High	100.0	3
47.0	53.0	100	21	32	26	21	0.957	1	Plant	High	100.0	3
50.0	50.0	100	27	23	22	28	0.687	0	Plant	Low	100.0	1
46.0	54.0	100	22	32	30	16	0.939	1	Virus	Medium	100.0	2
44.0	56.0	100	27	29	26	18	0.973	0	Human	High	100.0	3
45.0	55.0	100	32	23	22	23	0.389	0	Human	Low	100.0	1
61.0	39.0	100	22	17	35	26	0.389	0	Human	Medium	100.0	2
41.0	59.0	100	33	26	29	12	0.802	0	Human	Medium	100.0	2
59.0	41.0	100	20	21	31	28	0.266	1	Bacteria	High	100.0	3
65.0	35.0	100	17	18	26	39	0.209	1	Plant	Low	100.0	1
49.0	51.0	100	25	26	25	24	0.288	0	Human	Low	100.0	1
51.0	49.0	100	23	26	30	21	0.162	0	Human	Medium	100.0	2
59.0	41.0	100	19	22	31	28	0.61	0	Virus	High	100.0	3
49.0	51.0	100	35	16	16	33	0.209	0	Virus	Medium	100.0	2
44.0	56.0	100	25	31	18	26	0.834	0	Human	Medium	100.0	2
46.0	54.0	100	29	25	23	23	0.176	0	Plant	Medium	100.0	2
62.0	38.0	100	21	17	29	33	0.894	0	Human	High	100.0	3
54.0	46.0	100	23	23	29	25	0.355	0	Virus	Low	100.0	1
42.0	58.0	100	30	28	28	14	0.539	0	Virus	High	100.0	3
46.0	54.0	100	29	25	25	21	0.118	0	Human	Low	100.0	1
55.0	45.0	100	24	21	30	25	0.941	1	Virus	Low	100.0	1
46.0	54.0	100	32	22	17	29	0.533	1	Human	High	100.0	3
49.0	51.0	100	26	25	26	23	0.979	0	Plant	Medium	100.0	2
52.0	48.0	100	22	26	24	28	0.355	0	Bacteria	Low	100.0	1
44.0	56.0	100	25	31	23	21	0.152	1	Plant	Low	100.0	1
59.0	41.0	100	21	20	36	23	0.65	1	Virus	Low	100.0	1
61.0	39.0	100	18	21	35	26	0.896	1	Plant	Medium	100.0	2
57.0	43.0	100	16	27	33	24	0.896	0	Plant	High	100.0	3
50.0	50.0	100	25	25	25	25	0.395	1	Bacteria	Medium	100.0	2
50.0	50.0	100	23	27	28	22	0.198	0	Virus	High	100.0	3
58.0	42.0	100	22	20	32	26	0.903	0	Virus	High	100.0	3
47.0	53.0	100	15	38	28	19	0.541	0	Bacteria	Medium	100.0	2
45.0	55.0	100	16	39	24	21	0.999	0	Virus	Medium	100.0	2
37.0	63.0	100	28	35	17	20	0.219	0	Bacteria	Low	100.0	1
51.0	49.0	100	29	20	24	27	0.573	1	Bacteria	High	100.0	3
52.0	48.0	100	19	29	30	22	0.343	1	Plant	High	100.0	3
51.0	49.0	100	22	27	30	21	0.355	0	Virus	Medium	100.0	2
50.0	50.0	100	28	22	27	23	0.56	0	Virus	Low	100.0	1
52.0	48.0	100	23	25	28	24	0.2	1	Plant	Low	100.0	1
52.0	48.0	100	24	24	25	27	0.628	0	Virus	Low	100.0	1
51.0	49.0	100	26	23	28	23	0.429	0	Plant	Medium	100.0	2
45.0	55.0	100	21	34	26	19	0.787	1	Bacteria	Medium	100.0	2
52.0	48.0	100	23	25	32	20	0.314	1	Virus	Low	100.0	1
49.0	51.0	100	26	25	20	29	0.884	0	Virus	Low	100.0	1
54.0	46.0	100	23	23	28	26	0.701	0	Plant	Low	100.0	1
58.0	42.0	100	25	17	29	29	0.863	1	Bacteria	Medium	100.0	2
44.0	56.0	100	26	30	17	27	0.797	0	Virus	Medium	100.0	2
53.0	47.0	100	25	22	17	36	0.256	1	Bacteria	Low	100.0	1
55.0	45.0	100	17	28	23	32	0.96	0	Plant	High	100.0	3
44.0	56.0	100	26	30	23	21	0.391	1	Plant	Low	100.0	1
37.0	63.0	100	31	32	16	21	0.167	1	Human	High	100.0	3
59.0	41.0	100	24	17	28	31	0.721	0	Human	Medium	100.0	2
44.0	56.0	100	28	28	23	21	0.302	0	Virus	Low	100.0	1
53.0	47.0	100	17	30	27	26	0.276	0	Virus	Medium	100.0	2
52.0	48.0	100	19	29	29	23	0.967	0	Plant	High	100.0	3
54.0	46.0	100	24	22	23	31	0.568	0	Virus	High	100.0	3
54.0	46.0	100	23	23	29	25	0.155	1	Virus	High	100.0	3
44.0	56.0	100	22	34	23	21	0.568	1	Virus	Low	100.0	1
52.0	48.0	100	19	29	28	24	0.293	1	Virus	Medium	100.0	2
44.0	56.0	100	26	30	25	19	0.144	1	Virus	High	100.0	3
49.0	51.0	100	25	26	26	23	0.248	0	Plant	Medium	100.0	2
54.0	46.0	100	23	23	29	25	0.449	0	Bacteria	Low	100.0	1
46.0	54.0	100	22	32	23	23	0.103	0	Human	Medium	100.0	2
36.0	64.0	100	30	34	20	16	0.29	0	Virus	Medium	100.0	2
55.0	45.0	100	22	23	28	27	0.244	1	Plant	Low	100.0	1
44.0	56.0	100	29	27	30	14	0.311	1	Bacteria	High	100.0	3
53.0	47.0	100	22	25	29	24	0.262	0	Plant	Low	100.0	1
44.0	56.0	100	25	31	24	20	0.754	0	Human	High	100.0	3
45.0	55.0	100	27	28	15	30	0.732	0	Human	Medium	100.0	2
47.0	53.0	100	29	24	26	21	0.579	0	Human	Low	100.0	1
61.0	39.0	100	22	17	27	34	0.685	1	Bacteria	Low	100.0	1
55.0	45.0	100	21	24	16	39	0.623	0	Plant	Low	100.0	1
53.0	47.0	100	24	23	25	28	0.687	0	Plant	Low	100.0	1
50.0	50.0	100	29	21	22	28	0.519	0	Virus	Medium	100.0	2
52.0	48.0	100	19	29	17	35	0.939	1	Human	Low	100.0	1
55.0	45.0	100	16	29	26	29	0.792	0	Virus	Low	100.0	1
49.0	51.0	100	29	22	23	26	0.747	1	Virus	High	100.0	3
52.0	48.0	100	24	24	26	26	0.255	1	Bacteria	High	100.0	3
42.0	58.0	100	30	28	24	18	0.475	0	Virus	Medium	100.0	2
57.0	43.0	100	21	22	28	29	0.944	1	Virus	High	100.0	3
48.0	52.0	100	27	25	23	25	0.327	1	Human	Medium	100.0	2
52.0	48.0	100	26	22	24	28	0.247	1	Bacteria	Medium	100.0	2
49.0	51.0	100	24	27	25	24	0.939	1	Bacteria	High	100.0	3
42.0	58.0	100	24	34	20	22	0.9	1	Plant	Low	100.0	1
57.0	43.0	100	23	20	26	31	0.972	1	Plant	Medium	100.0	2
50.0	50.0	100	19	31	23	27	0.816	1	Human	High	100.0	3
48.0	52.0	100	20	32	24	24	0.244	1	Virus	High	100.0	3
53.0	47.0	100	25	22	30	23	0.546	1	Human	Low	100.0	1
51.0	49.0	100	23	26	19	32	0.116	0	Human	High	100.0	3
58.0	42.0	100	24	18	28	30	0.603	0	Virus	High	100.0	3
60.0	40.0	100	25	15	20	40	0.548	0	Virus	Low	100.0	1
53.0	47.0	100	25	22	21	32	0.607	0	Plant	Low	100.0	1
54.0	46.0	100	23	23	24	30	0.863	1	Plant	Medium	100.0	2
49.0	51.0	100	26	25	24	25	0.835	1	Plant	Low	100.0	1
52.0	48.0	100	22	26	30	22	0.745	1	Plant	Medium	100.0	2
50.0	50.0	100	23	27	24	26	0.898	0	Plant	Low	100.0	1
51.0	49.0	100	25	24	28	23	0.434	0	Bacteria	Low	100.0	1
49.0	51.0	100	29	22	27	22	0.948	1	Human	Medium	100.0	2
47.0	53.0	100	27	26	23	24	0.427	0	Plant	High	100.0	3
53.0	47.0	100	28	19	23	30	0.343	0	Bacteria	Medium	100.0	2
50.0	50.0	100	23	27	25	25	0.153	1	Bacteria	Medium	100.0	2
57.0	43.0	100	23	20	30	27	0.614	1	Human	High	100.0	3
53.0	47.0	100	18	29	26	27	0.346	1	Plant	High	100.0	3
40.0	60.0	100	33	27	16	24	0.907	0	Plant	Low	100.0	1
47.0	53.0	100	33	20	30	17	0.925	1	Bacteria	Medium	100.0	2
48.0	52.0	100	22	30	24	24	0.796	0	Virus	High	100.0	3
59.0	41.0	100	20	21	24	35	0.948	1	Virus	High	100.0	3
47.0	53.0	100	29	24	25	22	0.402	0	Plant	Medium	100.0	2
55.0	45.0	100	25	20	32	23	0.534	0	Virus	Medium	100.0	2
44.0	56.0	100	32	24	21	23	0.351	1	Bacteria	Low	100.0	1
55.0	45.0	100	24	21	26	29	0.493	0	Bacteria	Medium	100.0	2
41.0	59.0	100	33	26	15	26	0.35	0	Bacteria	Low	100.0	1
56.0	44.0	100	21	23	25	31	0.276	1	Plant	Low	100.0	1
57.0	43.0	100	24	19	26	31	0.346	1	Human	High	100.0	3
55.0	45.0	100	27	18	23	32	0.207	0	Virus	High	100.0	3
47.0	53.0	100	25	28	22	25	0.653	0	Plant	High	100.0	3
52.0	48.0	100	22	26	22	30	0.266	0	Bacteria	High	100.0	3
53.0	47.0	100	23	24	31	22	0.808	0	Plant	Medium	100.0	2
58.0	42.0	100	21	21	23	35	0.716	0	Human	High	100.0	3
47.0	53.0	100	27	26	28	19	0.244	1	Bacteria	Medium	100.0	2
51.0	49.0	100	31	18	28	23	0.843	1	Virus	High	100.0	3
44.0	56.0	100	25	31	18	26	0.699	0	Plant	High	100.0	3
54.0	46.0	100	20	26	23	31	0.121	1	Plant	High	100.0	3
39.0	61.0	100	27	34	24	15	0.129	0	Plant	Low	100.0	1
52.0	48.0	100	19	29	20	32	0.928	0	Bacteria	High	100.0	3
55.0	45.0	100	18	27	26	29	0.157	1	Bacteria	High	100.0	3
52.0	48.0	100	24	24	23	29	0.778	0	Plant	High	100.0	3
50.0	50.0	100	28	22	29	21	0.695	1	Virus	Low	100.0	1
60.0	40.0	100	16	24	27	33	0.277	0	Human	High	100.0	3
57.0	43.0	100	22	21	28	29	0.735	1	Human	Low	100.0	1
53.0	47.0	100	19	28	31	22	0.519	1	Virus	Medium	100.0	2
52.0	48.0	100	26	22	28	24	0.427	1	Human	Low	100.0	1
40.0	60.0	100	21	39	22	18	0.222	0	Human	Low	100.0	1
60.0	40.0	100	12	28	35	25	0.562	1	Bacteria	Medium	100.0	2
49.0	51.0	100	27	24	27	22	0.301	0	Bacteria	High	100.0	3
52.0	48.0	100	27	21	25	27	0.646	1	Human	Low	100.0	1
56.0	44.0	100	19	25	34	22	0.148	0	Human	Low	100.0	1
53.0	47.0	100	22	25	25	28	0.646	1	Virus	Low	100.0	1
46.0	54.0	100	29	25	25	21	0.97	0	Plant	High	100.0	3
49.0	51.0	100	23	28	27	22	0.329	0	Human	Low	100.0	1
51.0	49.0	100	25	24	23	28	0.809	1	Virus	High	100.0	3
57.0	43.0	100	23	20	27	30	0.795	1	Virus	Medium	100.0	2
52.0	48.0	100	24	24	30	22	0.226	1	Bacteria	Low	100.0	1
49.0	51.0	100	27	24	23	26	0.197	0	Human	Low	100.0	1
48.0	52.0	100	21	31	28	20	0.426	1	Human	Low	100.0	1
48.0	52.0	100	33	19	20	28	0.894	0	Virus	Medium	100.0	2
51.0	49.0	100	26	23	18	33	0.218	0	Plant	Medium	100.0	2
46.0	54.0	100	24	30	19	27	0.121	1	Plant	High	100.0	3
59.0	41.0	100	19	22	34	25	0.528	1	Virus	High	100.0	3
50.0	50.0	100	24	26	20	30	0.264	1	Bacteria	High	100.0	3
47.0	53.0	100	26	27	27	20	0.354	0	Virus	Low	100.0	1
53.0	47.0	100	21	26	36	17	0.64	0	Human	Low	100.0	1
52.0	48.0	100	19	29	27	25	0.642	0	Human	High	100.0	3
53.0	47.0	100	24	23	24	29	0.713	0	Plant	High	100.0	3
43.0	57.0	100	33	24	21	22	0.828	1	Plant	Medium	100.0	2
49.0	51.0	100	29	22	27	22	0.182	1	Virus	Low	100.0	1
51.0	49.0	100	25	24	25	26	0.819	0	Plant	Medium	100.0	2
48.0	52.0	100	26	26	30	18	0.678	0	Bacteria	High	100.0	3
50.0	50.0	100	31	19	30	20	0.464	0	Human	Low	100.0	1
53.0	47.0	100	26	21	27	26	0.89	1	Plant	Low	100.0	1
52.0	48.0	100	27	21	29	23	0.508	1	Virus	High	100.0	3
61.0	39.0	100	18	21	31	30	0.374	1	Virus	Medium	100.0	2
51.0	49.0	100	19	30	24	27	0.965	0	Human	High	100.0	3
50.0	50.0	100	27	23	28	22	0.597	0	Bacteria	High	100.0	3
53.0	47.0	100	21	26	24	29	0.283	1	Human	Medium	100.0	2
48.0	52.0	100	29	23	29	19	0.197	0	Plant	Low	100.0	1
49.0	51.0	100	29	22	18	31	0.292	1	Bacteria	High	100.0	3
46.0	54.0	100	33	21	32	14	0.726	0	Virus	Medium	100.0	2
52.0	48.0	100	25	23	24	28	0.131	0	Virus	Medium	100.0	2
57.0	43.0	100	27	16	28	29	0.464	0	Virus	Medium	100.0	2
63.0	37.0	100	25	12	28	35	0.398	0	Plant	High	100.0	3
46.0	54.0	100	34	20	21	25	0.607	1	Bacteria	Medium	100.0	2
48.0	52.0	100	30	22	23	25	0.146	0	Plant	Medium	100.0	2
47.0	53.0	100	24	29	23	24	0.331	1	Human	High	100.0	3
49.0	51.0	100	26	25	27	22	0.252	1	Bacteria	High	100.0	3
48.0	52.0	100	25	27	22	26	0.946	1	Bacteria	High	100.0	3
50.0	50.0	100	27	23	25	25	0.498	0	Plant	Medium	100.0	2
47.0	53.0	100	15	38	26	21	0.226	1	Virus	Medium	100.0	2
42.0	58.0	100	23	35	25	17	0.362	1	Bacteria	Medium	100.0	2
54.0	46.0	100	21	25	27	27	0.785	0	Virus	Medium	100.0	2
57.0	43.0	100	23	20	33	24	0.242	1	Virus	Medium	100.0	2
52.0	48.0	100	27	21	26	26	0.111	1	Virus	Medium	100.0	2
40.0	60.0	100	36	24	15	25	0.935	0	Plant	Medium	100.0	2
49.0	51.0	100	31	20	23	26	0.433	0	Human	High	100.0	3
46.0	54.0	100	22	32	24	22	0.24	0	Plant	Low	100.0	1
49.0	51.0	100	23	28	23	26	0.85	0	Plant	Medium	100.0	2
51.0	49.0	100	18	31	29	22	0.686	0	Bacteria	Medium	100.0	2
56.0	44.0	100	28	16	29	27	0.732	1	Virus	Low	100.0	1
56.0	44.0	100	14	30	34	22	0.623	0	Virus	High	100.0	3
49.0	51.0	100	25	26	27	22	0.543	0	Bacteria	Medium	100.0	2
49.0	51.0	100	22	29	21	28	0.234	1	Plant	High	100.0	3
51.0	49.0	100	30	19	27	24	0.789	1	Virus	High	100.0	3
49.0	51.0	100	22	29	26	23	0.373	1	Bacteria	High	100.0	3
42.0	58.0	100	22	36	22	20	0.997	1	Virus	High	100.0	3
52.0	48.0	100	20	28	23	29	0.353	0	Human	Medium	100.0	2
52.0	48.0	100	21	27	33	19	0.726	1	Virus	Medium	100.0	2
59.0	41.0	100	20	21	25	34	0.597	0	Human	Low	100.0	1
48.0	52.0	100	27	25	22	26	0.516	1	Human	High	100.0	3
52.0	48.0	100	29	19	27	25	0.22	1	Human	High	100.0	3
44.0	56.0	100	24	32	24	20	0.894	0	Plant	Medium	100.0	2
52.0	48.0	100	27	21	25	27	0.579	0	Bacteria	Medium	100.0	2
